"STATISTIC","Statistic Label","TLIST(A1)","Year","C02076V03371","Single year of age","C02710V03278","Ability to speak Irish","UNIT","VALUE"
"F8006C02","Percentage by ability to speak Irish","2011","2011","007","7 years","13","Non-Irish speakers","%","34.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","007","7 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","008","8 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","008","8 years","12","All Irish speakers","%","70"
"F8006C02","Percentage by ability to speak Irish","2011","2011","008","8 years","13","Non-Irish speakers","%","30"
"F8006C02","Percentage by ability to speak Irish","2011","2011","008","8 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","009","9 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","009","9 years","12","All Irish speakers","%","72.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","009","9 years","13","Non-Irish speakers","%","27.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","009","9 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","010","10 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","010","10 years","12","All Irish speakers","%","74.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","010","10 years","13","Non-Irish speakers","%","25.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","010","10 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","011","11 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","011","11 years","12","All Irish speakers","%","74.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","011","11 years","13","Non-Irish speakers","%","25.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","011","11 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","012","12 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","012","12 years","12","All Irish speakers","%","74.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","012","12 years","13","Non-Irish speakers","%","25.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","012","12 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","013","13 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","013","13 years","12","All Irish speakers","%","73.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","013","13 years","13","Non-Irish speakers","%","26.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","013","13 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","014","14 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","014","14 years","12","All Irish speakers","%","71.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","014","14 years","13","Non-Irish speakers","%","28.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","014","14 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","015","15 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","015","15 years","12","All Irish speakers","%","70.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","015","15 years","13","Non-Irish speakers","%","29.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","015","15 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","016","16 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","016","16 years","12","All Irish speakers","%","67.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","016","16 years","13","Non-Irish speakers","%","32.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","016","16 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","017","17 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","017","17 years","12","All Irish speakers","%","66.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","017","17 years","13","Non-Irish speakers","%","33.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","017","17 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","018","18 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","018","18 years","12","All Irish speakers","%","61.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","018","18 years","13","Non-Irish speakers","%","38.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","018","18 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","019","19 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","019","19 years","12","All Irish speakers","%","54.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","019","19 years","13","Non-Irish speakers","%","45.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","019","19 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","020","20 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","020","20 years","12","All Irish speakers","%","49.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","020","20 years","13","Non-Irish speakers","%","50.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","020","20 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","021","21 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","021","21 years","12","All Irish speakers","%","46.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","021","21 years","13","Non-Irish speakers","%","53.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","021","21 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","022","22 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","022","22 years","12","All Irish speakers","%","44.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","022","22 years","13","Non-Irish speakers","%","55.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","022","22 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","023","23 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","023","23 years","12","All Irish speakers","%","41.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","023","23 years","13","Non-Irish speakers","%","58.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","023","23 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","024","24 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","024","24 years","12","All Irish speakers","%","40"
"F8006C02","Percentage by ability to speak Irish","2011","2011","024","24 years","13","Non-Irish speakers","%","60"
"F8006C02","Percentage by ability to speak Irish","2011","2011","024","24 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","025","25 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","025","25 years","12","All Irish speakers","%","37.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","025","25 years","13","Non-Irish speakers","%","62.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","025","25 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","026","26 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","026","26 years","12","All Irish speakers","%","36"
"F8006C02","Percentage by ability to speak Irish","2011","2011","026","26 years","13","Non-Irish speakers","%","64"
"F8006C02","Percentage by ability to speak Irish","2011","2011","026","26 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","027","27 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","027","27 years","12","All Irish speakers","%","35.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","027","27 years","13","Non-Irish speakers","%","64.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","027","27 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","028","28 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","028","28 years","12","All Irish speakers","%","34.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","028","28 years","13","Non-Irish speakers","%","65.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","028","28 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","029","29 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","029","29 years","12","All Irish speakers","%","34.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","029","29 years","13","Non-Irish speakers","%","65.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","029","29 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","030","30 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","030","30 years","12","All Irish speakers","%","34.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","030","30 years","13","Non-Irish speakers","%","65.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","030","30 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","031","31 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","031","31 years","12","All Irish speakers","%","34.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","031","31 years","13","Non-Irish speakers","%","65.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","031","31 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","032","32 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","032","32 years","12","All Irish speakers","%","35"
"F8006C02","Percentage by ability to speak Irish","2011","2011","032","32 years","13","Non-Irish speakers","%","65"
"F8006C02","Percentage by ability to speak Irish","2011","2011","032","32 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","033","33 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","033","33 years","12","All Irish speakers","%","35.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","033","33 years","13","Non-Irish speakers","%","64.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","033","33 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","034","34 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","034","34 years","12","All Irish speakers","%","35.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","034","34 years","13","Non-Irish speakers","%","64.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","034","34 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","035","35 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","035","35 years","12","All Irish speakers","%","35.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","035","35 years","13","Non-Irish speakers","%","64.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","035","35 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","036","36 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","036","36 years","12","All Irish speakers","%","35.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","036","36 years","13","Non-Irish speakers","%","64.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","036","36 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","037","37 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","037","37 years","12","All Irish speakers","%","35.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","037","37 years","13","Non-Irish speakers","%","64.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","037","37 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","038","38 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","038","38 years","12","All Irish speakers","%","35"
"F8006C02","Percentage by ability to speak Irish","2011","2011","038","38 years","13","Non-Irish speakers","%","65"
"F8006C02","Percentage by ability to speak Irish","2011","2011","038","38 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","039","39 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","039","39 years","12","All Irish speakers","%","34.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","039","39 years","13","Non-Irish speakers","%","65.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","039","39 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","040","40 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","040","40 years","12","All Irish speakers","%","33.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","040","40 years","13","Non-Irish speakers","%","66.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","040","40 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","041","41 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","041","41 years","12","All Irish speakers","%","33.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","041","41 years","13","Non-Irish speakers","%","66.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","041","41 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","042","42 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","042","42 years","12","All Irish speakers","%","33.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","042","42 years","13","Non-Irish speakers","%","66.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","042","42 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","043","43 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","043","43 years","12","All Irish speakers","%","33.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","043","43 years","13","Non-Irish speakers","%","66.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","043","43 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","044","44 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","044","44 years","12","All Irish speakers","%","32.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","044","44 years","13","Non-Irish speakers","%","67.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","044","44 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","045","45 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","045","45 years","12","All Irish speakers","%","32.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","045","45 years","13","Non-Irish speakers","%","67.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","045","45 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","046","46 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","046","46 years","12","All Irish speakers","%","32.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","046","46 years","13","Non-Irish speakers","%","67.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","046","46 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","047","47 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","047","47 years","12","All Irish speakers","%","32.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","047","47 years","13","Non-Irish speakers","%","67.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","047","47 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","048","48 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","048","48 years","12","All Irish speakers","%","33.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","048","48 years","13","Non-Irish speakers","%","66.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","048","48 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","049","49 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","049","49 years","12","All Irish speakers","%","33.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","049","49 years","13","Non-Irish speakers","%","66.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","049","49 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","050","50 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","050","50 years","12","All Irish speakers","%","34.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","050","50 years","13","Non-Irish speakers","%","65.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","050","50 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","051","51 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","051","51 years","12","All Irish speakers","%","35.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","051","51 years","13","Non-Irish speakers","%","64.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","051","51 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","052","52 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","052","52 years","12","All Irish speakers","%","36.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","052","52 years","13","Non-Irish speakers","%","63.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","052","52 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","053","53 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","053","53 years","12","All Irish speakers","%","36.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","053","53 years","13","Non-Irish speakers","%","63.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","053","53 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","054","54 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","054","54 years","12","All Irish speakers","%","36.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","054","54 years","13","Non-Irish speakers","%","63.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","054","54 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","055","55 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","055","55 years","12","All Irish speakers","%","37.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","055","55 years","13","Non-Irish speakers","%","62.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","055","55 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","056","56 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","056","56 years","12","All Irish speakers","%","37.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","056","56 years","13","Non-Irish speakers","%","62.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","056","56 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","057","57 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","057","57 years","12","All Irish speakers","%","37.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","057","57 years","13","Non-Irish speakers","%","62.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","057","57 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","058","58 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","058","58 years","12","All Irish speakers","%","37.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","058","58 years","13","Non-Irish speakers","%","62.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","058","58 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","059","59 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","059","59 years","12","All Irish speakers","%","36.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","059","59 years","13","Non-Irish speakers","%","63.5"
"F8006C02","Percentage by ability to speak Irish","2011","2011","059","59 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","060","60 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","060","60 years","12","All Irish speakers","%","35.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","060","60 years","13","Non-Irish speakers","%","64.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","060","60 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","061","61 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","061","61 years","12","All Irish speakers","%","34.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","061","61 years","13","Non-Irish speakers","%","65.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","061","61 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","062","62 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","062","62 years","12","All Irish speakers","%","34.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","062","62 years","13","Non-Irish speakers","%","65.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","062","62 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","063","63 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","063","63 years","12","All Irish speakers","%","34.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","063","63 years","13","Non-Irish speakers","%","65.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","063","63 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","064","64 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","064","64 years","12","All Irish speakers","%","34.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","064","64 years","13","Non-Irish speakers","%","65.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","064","64 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","065","65 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","065","65 years","12","All Irish speakers","%","35.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","065","65 years","13","Non-Irish speakers","%","64.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","065","65 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","066","66 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","066","66 years","12","All Irish speakers","%","34.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","066","66 years","13","Non-Irish speakers","%","65.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","066","66 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","067","67 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","067","67 years","12","All Irish speakers","%","34"
"F8006C02","Percentage by ability to speak Irish","2011","2011","067","67 years","13","Non-Irish speakers","%","66"
"F8006C02","Percentage by ability to speak Irish","2011","2011","067","67 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","068","68 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","068","68 years","12","All Irish speakers","%","33.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","068","68 years","13","Non-Irish speakers","%","66.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","068","68 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","069","69 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","069","69 years","12","All Irish speakers","%","33.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","069","69 years","13","Non-Irish speakers","%","66.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","069","69 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","070","70 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","070","70 years","12","All Irish speakers","%","33.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","070","70 years","13","Non-Irish speakers","%","66.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","070","70 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","071","71 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","071","71 years","12","All Irish speakers","%","32.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","071","71 years","13","Non-Irish speakers","%","67.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","071","71 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","072","72 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","072","72 years","12","All Irish speakers","%","33"
"F8006C02","Percentage by ability to speak Irish","2011","2011","072","72 years","13","Non-Irish speakers","%","67"
"F8006C02","Percentage by ability to speak Irish","2011","2011","072","72 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","073","73 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","073","73 years","12","All Irish speakers","%","32.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","073","73 years","13","Non-Irish speakers","%","67.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","073","73 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","074","74 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","074","74 years","12","All Irish speakers","%","32.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","074","74 years","13","Non-Irish speakers","%","67.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","074","74 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","075","75 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","075","75 years","12","All Irish speakers","%","32.7"
"F8006C02","Percentage by ability to speak Irish","2011","2011","075","75 years","13","Non-Irish speakers","%","67.3"
"F8006C02","Percentage by ability to speak Irish","2011","2011","075","75 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","076","76 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","076","76 years","12","All Irish speakers","%","32.6"
"F8006C02","Percentage by ability to speak Irish","2011","2011","076","76 years","13","Non-Irish speakers","%","67.4"
"F8006C02","Percentage by ability to speak Irish","2011","2011","076","76 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","077","77 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","077","77 years","12","All Irish speakers","%","33"
"F8006C02","Percentage by ability to speak Irish","2011","2011","077","77 years","13","Non-Irish speakers","%","67"
"F8006C02","Percentage by ability to speak Irish","2011","2011","077","77 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","078","78 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","078","78 years","12","All Irish speakers","%","32.9"
"F8006C02","Percentage by ability to speak Irish","2011","2011","078","78 years","13","Non-Irish speakers","%","67.1"
"F8006C02","Percentage by ability to speak Irish","2011","2011","078","78 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","079","79 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","079","79 years","12","All Irish speakers","%","33.8"
"F8006C02","Percentage by ability to speak Irish","2011","2011","079","79 years","13","Non-Irish speakers","%","66.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","079","79 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2011","2011","080","80 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2011","2011","080","80 years","12","All Irish speakers","%","33.2"
"F8006C02","Percentage by ability to speak Irish","2011","2011","080","80 years","13","Non-Irish speakers","%","66.8"
